"race","height","weight","speed","strength","dexterity","constitution","intelligence","wisdom","charisma"
"elf",65,145,30,13,10,14,15,10,12
"elf",66,138,30,11,15,6,13,15,15
"elf",57,102,30,13,11,13,11,17,10
"elf",68,160,30,8,13,8,17,11,12
"elf",71,141,30,12,10,10,15,13,11
"elf",67,142,30,5,11,15,12,12,14
"elf",65,123,30,12,15,9,14,9,13
"elf",71,192,30,16,15,12,12,13,12
"elf",63,126,30,10,11,14,17,11,14
"elf",61,132,30,13,14,6,13,13,11
"elf",61,125,30,12,10,5,9,13,10
"elf",66,150,30,7,9,10,18,14,8
"elf",68,174,30,10,8,10,14,12,17
"elf",63,135,30,8,18,7,8,12,13
"elf",63,162,30,10,13,13,15,13,10
"elf",67,181,30,16,14,18,10,15,12
"elf",65,178,30,14,6,15,15,10,12
"elf",70,122,30,12,8,16,11,13,11
"elf",72,180,30,11,11,10,11,16,12
"elf",58,110,30,9,17,15,11,15,15
"elf",60,138,30,15,6,12,13,8,11
"elf",62,130,30,9,10,12,9,11,13
"elf",64,140,30,18,14,15,13,8,15
"elf",68,160,30,13,13,11,9,17,8
"elf",65,134,30,6,14,12,14,15,12
"elf",72,216,30,16,14,15,10,14,14
"elf",68,146,30,9,13,14,14,13,16
"elf",69,150,30,10,10,12,13,11,12
"elf",68,160,30,11,11,13,12,13,13
"elf",59,115,30,14,11,15,14,12,11
"elf",70,170,30,14,9,15,15,12,13
"elf",59,130,30,9,16,8,10,11,11
"elf",66,138,30,10,9,7,14,12,16
"elf",59,125,30,16,14,5,13,7,9
"elf",72,216,30,10,11,18,12,10,13
"elf",68,146,30,16,13,18,12,13,7
"elf",65,123,30,10,15,12,17,15,12
"elf",63,117,30,10,14,14,9,13,11
"elf",62,130,30,11,11,15,17,12,14
"elf",67,129,30,11,15,16,14,17,15
"elf",64,150,30,13,12,11,14,8,15
"elf",66,162,30,14,16,16,14,13,14
"elf",65,123,30,14,9,13,13,9,12
"elf",66,138,30,11,13,14,14,18,11
"elf",68,174,30,10,16,15,16,12,15
"elf",57,111,30,14,11,14,11,13,9
"elf",68,132,30,15,13,16,13,15,10
"elf",68,146,30,18,7,18,10,9,15
"elf",68,188,30,16,17,12,15,8,10
"elf",64,170,30,16,17,13,15,12,14
"elf",70,218,30,8,11,16,10,13,12
"elf",58,102,30,14,12,13,12,10,9
"elf",57,114,30,15,7,11,7,9,12
"elf",66,162,30,11,14,14,15,12,8
"elf",66,174,30,12,16,12,17,8,9
"elf",66,126,30,10,16,8,11,14,10
"elf",64,130,30,16,6,13,10,9,13
"elf",62,130,30,11,6,10,12,15,16
"elf",74,230,30,12,15,15,9,11,14
"elf",69,135,30,10,8,15,13,14,9
"elf",65,134,30,14,11,16,14,13,12
"elf",65,145,30,9,11,13,9,14,10
"elf",62,138,30,8,13,12,13,13,9
"elf",62,138,30,12,12,14,11,14,8
"elf",66,162,30,12,16,11,15,17,11
"elf",60,114,30,8,9,9,17,17,13
"elf",62,138,30,14,12,9,12,7,10
"elf",63,135,30,14,16,10,12,11,12
"elf",63,153,30,10,12,14,13,6,10
"elf",62,130,30,14,11,14,14,14,7
"elf",67,194,30,16,7,14,15,14,14
"elf",66,150,30,15,12,12,11,11,11
"elf",64,140,30,12,8,13,9,15,9
"elf",65,156,30,7,10,14,13,11,10
"elf",62,130,30,15,13,11,14,12,12
"elf",61,125,30,8,16,8,11,10,11
"elf",60,126,30,11,16,13,11,12,16
"elf",64,130,30,15,10,6,14,16,8
"elf",70,170,30,14,12,17,12,18,6
"elf",58,122,30,11,10,10,11,16,12
"elf",67,142,30,13,15,16,16,10,10
"elf",60,138,30,13,13,15,8,9,8
"elf",63,126,30,11,12,6,16,13,13
"elf",65,156,30,15,8,14,12,15,12
"elf",58,110,30,8,15,16,8,7,10
"elf",72,162,30,9,8,11,18,16,12
"elf",61,118,30,11,8,8,17,9,11
"elf",61,139,30,12,11,10,12,17,8
"elf",58,106,30,7,5,13,12,10,12
"elf",68,160,30,10,5,13,14,13,14
"elf",64,140,30,6,15,8,12,13,10
"elf",63,117,30,11,15,9,13,13,7
"elf",58,102,30,12,8,8,12,12,7
"elf",68,188,30,14,12,11,14,10,10
"elf",66,150,30,10,15,17,12,13,10
"elf",65,134,30,13,14,10,12,14,11
"elf",69,165,30,16,10,6,7,16,15
"elf",67,142,30,8,12,11,8,13,14
"elf",61,132,30,12,15,14,12,12,11
"elf",60,120,30,7,13,11,13,13,10
"elf",66,138,30,10,13,11,11,15,7
"elf",62,146,30,12,7,15,16,18,10
"elf",66,114,30,12,12,12,8,13,13
"elf",65,145,30,15,8,12,14,12,11
"elf",70,202,30,17,13,12,12,8,14
"elf",68,132,30,17,8,15,11,8,11
"elf",71,175,30,9,12,8,12,14,12
"elf",64,140,30,8,8,15,18,10,15
"elf",65,145,30,15,12,15,15,17,14
"elf",73,128,30,10,9,18,10,14,15
"elf",60,132,30,16,11,18,12,11,10
"elf",63,126,30,9,11,10,14,11,10
"elf",67,181,30,11,12,14,9,14,14
"elf",74,150,30,16,13,16,9,14,10
"elf",60,108,30,9,10,13,12,8,11
"elf",72,216,30,5,9,13,11,10,13
"elf",74,250,30,13,12,14,10,12,13
"elf",56,94,30,11,11,6,11,5,11
"elf",62,146,30,11,13,10,10,11,13
"elf",69,120,30,16,12,13,9,12,17
"elf",69,165,30,17,9,17,12,13,12
"elf",58,106,30,14,16,11,11,10,10
"elf",68,132,30,7,14,12,18,12,12
"elf",61,111,30,12,13,15,14,13,12
"elf",68,146,30,5,13,8,10,11,12
"elf",64,150,30,13,11,13,17,11,14
"elf",65,145,30,14,11,14,16,9,13
"elf",74,170,30,12,10,17,9,15,16
"elf",65,145,30,11,5,11,13,17,13
"elf",60,108,30,10,12,14,5,13,10
"elf",72,198,30,14,15,17,15,13,15
"elf",72,234,30,10,10,16,9,15,15
"elf",65,145,30,11,14,12,13,10,15
"elf",64,130,30,9,11,13,14,12,13
"elf",71,192,30,7,14,14,14,13,15
"elf",72,180,30,9,13,12,8,9,10
"elf",62,122,30,12,11,13,17,14,7
"elf",70,186,30,16,13,11,18,10,12
"elf",72,162,30,6,16,8,7,12,11
"elf",61,118,30,15,12,16,16,12,12
"elf",65,145,30,15,17,15,10,12,15
"elf",62,130,30,9,8,13,11,8,15
"elf",60,120,30,9,9,12,6,14,13
"elf",66,162,30,9,10,10,8,18,9
"elf",74,150,30,14,10,13,15,12,15
"elf",63,117,30,10,9,14,10,9,9
"elf",63,108,30,14,9,17,9,7,10
"elf",61,146,30,10,17,10,14,8,12
"elf",61,104,30,13,8,8,13,12,13
"elf",60,114,30,13,17,15,15,4,12
"elf",61,132,30,14,8,16,11,10,8
"elf",62,122,30,9,10,9,13,14,9
"elf",57,105,30,10,15,13,14,12,13
"elf",69,165,30,12,16,14,10,16,14
"elf",63,153,30,13,11,12,6,4,10
"elf",73,166,30,15,10,8,6,10,16
"elf",70,202,30,12,9,16,13,15,15
"elf",63,153,30,10,14,12,8,12,17
"elf",65,134,30,5,10,14,12,14,6
"elf",59,120,30,12,12,11,15,16,16
"elf",57,114,30,14,15,11,14,7,14
"elf",67,155,30,16,16,11,12,11,12
"elf",63,117,30,10,16,15,12,10,7
"elf",63,153,30,14,10,11,14,12,12
"elf",63,153,30,8,14,14,15,15,10
"elf",65,145,30,17,11,15,11,10,8
"elf",65,156,30,13,18,13,10,15,12
"elf",66,162,30,14,6,12,11,14,13
"elf",65,167,30,10,16,9,13,14,10
"elf",60,108,30,8,15,10,12,15,11
"elf",69,195,30,14,13,13,17,12,14
"elf",68,146,30,7,11,11,16,8,16
"elf",66,186,30,14,14,14,14,9,11
"elf",60,138,30,13,6,12,16,14,12
"elf",61,118,30,13,14,16,9,8,8
"elf",61,125,30,16,14,9,16,10,14
"elf",64,140,30,14,14,14,14,9,13
"elf",71,141,30,8,5,16,11,15,8
"elf",66,150,30,14,11,13,13,16,13
"elf",58,110,30,16,13,14,10,14,10
"elf",62,130,30,13,9,13,13,14,11
"elf",65,123,30,8,4,6,13,16,10
"elf",71,175,30,14,11,18,14,14,15
"elf",61,111,30,15,15,15,15,9,16
"elf",68,132,30,13,15,8,15,9,13
"elf",63,117,30,15,14,17,14,13,14
"elf",67,181,30,14,6,11,12,8,15
"elf",58,106,30,10,13,12,10,10,15
"elf",64,140,30,15,12,14,9,11,9
"elf",63,126,30,9,11,14,14,15,15
"elf",63,135,30,18,7,12,15,12,12
"elf",69,120,30,17,13,10,12,10,10
"elf",66,150,30,16,9,15,9,17,7
"elf",65,134,30,15,10,12,11,11,16
"elf",63,117,30,14,14,9,10,14,14
"elf",70,170,30,12,14,8,13,14,11
"elf",67,129,30,17,15,14,12,11,15
"elf",69,195,30,16,13,11,16,14,8
"elf",64,140,30,9,12,11,17,10,12
"elf",67,155,30,10,14,11,11,10,10
"elf",67,194,30,14,9,13,9,13,13
"elf",68,146,30,8,11,13,13,14,10
"elf",58,110,30,15,13,15,6,14,13
"elf",59,110,30,12,14,11,17,11,13
"elf",56,104,30,12,14,18,12,13,15
"elf",68,202,30,11,10,15,11,13,12
"elf",68,160,30,14,14,13,12,14,11
"elf",59,115,30,13,11,14,15,14,12
"elf",69,195,30,15,10,12,8,9,11
"elf",60,114,30,10,10,17,16,13,9
"elf",74,170,30,15,16,6,15,11,7
"elf",72,126,30,17,12,11,14,16,12
"elf",66,150,30,9,10,13,7,10,15
"elf",63,144,30,13,13,9,17,10,8
"elf",68,146,30,14,14,18,14,16,15
"elf",63,117,30,10,17,13,10,15,16
"elf",62,114,30,11,16,10,14,14,18
"elf",68,188,30,10,11,13,13,15,11
"elf",65,145,30,10,12,15,9,14,12
"elf",61,132,30,7,11,10,12,14,10
"elf",66,162,30,11,13,13,4,11,14
"elf",66,162,30,14,14,13,13,8,10
"elf",60,120,30,9,15,10,13,9,10
"elf",66,186,30,11,10,14,11,15,12
"elf",62,154,30,14,15,9,11,8,13
"elf",65,156,30,13,10,11,11,10,11
"elf",68,146,30,10,11,4,15,15,12
"elf",63,153,30,15,13,14,12,14,16
"elf",64,140,30,15,14,12,12,5,17
"elf",71,175,30,12,9,14,12,9,12
"elf",66,138,30,16,5,13,12,9,15
"elf",58,114,30,16,17,13,15,10,16
"elf",69,150,30,14,15,10,14,16,10
"elf",67,155,30,5,11,14,11,11,18
"elf",65,145,30,11,14,14,6,15,9
"elf",65,134,30,16,11,12,7,17,8
"elf",61,132,30,16,14,13,12,16,16
"elf",66,150,30,15,12,7,9,14,10
"elf",58,98,30,15,8,16,10,17,10
"elf",70,170,30,13,11,16,14,14,10
"elf",66,138,30,15,18,12,15,9,15
"elf",56,100,30,13,13,8,14,17,16
"elf",67,142,30,15,12,11,14,15,14
"elf",63,135,30,15,16,12,12,15,13
"elf",66,114,30,13,13,12,4,12,13
"elf",67,155,30,16,12,14,10,11,14
"elf",69,135,30,12,12,16,10,16,9
"elf",66,114,30,9,8,16,10,11,9
"elf",64,140,30,11,11,8,11,17,9
"elf",56,102,30,12,12,15,12,14,9
"elf",65,178,30,13,10,15,9,15,12
"elf",66,150,30,16,12,7,16,11,13
"elf",60,114,30,12,12,12,6,16,15
"elf",64,140,30,12,13,13,12,10,8
"elf",64,170,30,13,14,9,15,10,10
"elf",63,126,30,9,15,14,16,16,6
"elf",64,120,30,16,17,13,13,13,12
"elf",61,125,30,11,16,16,15,10,8
"elf",71,175,30,12,13,15,12,12,11
"elf",66,174,30,12,5,15,11,14,15
"elf",65,167,30,15,14,9,6,13,12
"elf",69,195,30,15,14,16,14,10,10
"elf",65,156,30,8,14,13,8,15,16
"elf",69,210,30,14,9,15,13,16,14
"elf",60,102,30,14,12,17,12,11,13
"elf",59,120,30,13,13,15,9,14,11
"elf",67,142,30,7,13,13,16,16,14
"elf",67,129,30,13,10,9,13,14,14
"elf",65,156,30,11,15,15,13,12,15
"elf",66,162,30,5,15,17,8,10,12
"elf",65,156,30,15,13,9,10,13,13
"elf",68,118,30,16,13,12,12,14,7
"elf",66,150,30,11,15,10,13,11,15
"elf",60,114,30,14,9,11,12,17,14
"elf",69,165,30,8,11,14,17,12,16
"elf",71,192,30,13,16,15,15,15,8
"elf",63,153,30,13,16,10,14,6,15
"elf",64,140,30,9,9,12,10,8,10
"elf",66,150,30,15,15,7,12,9,14
"elf",69,135,30,11,15,10,16,10,15
"elf",61,132,30,6,11,11,13,12,16
"elf",65,167,30,13,8,11,17,14,9
"elf",66,138,30,17,10,14,16,14,14
"elf",59,110,30,12,13,10,14,9,9
"elf",70,202,30,10,11,17,16,16,17
"elf",71,175,30,13,10,11,16,13,13
"elf",65,134,30,14,11,12,9,8,9
"elf",61,118,30,16,11,10,17,14,10
"elf",65,178,30,16,10,15,15,12,13
"elf",65,178,30,10,13,13,14,11,12
"elf",70,170,30,15,10,12,17,10,14
"elf",67,129,30,16,10,15,12,10,12
"elf",70,170,30,9,17,11,14,12,8
"elf",66,150,30,16,15,7,15,12,13
"elf",73,166,30,14,14,13,15,12,13
"elf",65,178,30,13,13,7,12,7,10
"elf",64,160,30,10,14,14,11,13,8
"elf",58,114,30,14,8,18,12,8,10
"elf",59,125,30,14,13,11,16,13,15
"elf",61,146,30,13,13,15,14,13,12
"elf",59,100,30,18,11,16,11,16,7
"elf",66,150,30,13,15,15,14,18,9
"elf",68,160,30,11,12,8,14,18,14
"elf",63,126,30,16,15,14,13,16,13
"elf",66,126,30,15,14,15,13,9,10
"elf",65,134,30,14,12,15,17,13,16
"elf",62,106,30,10,18,8,12,12,11
"elf",70,186,30,9,16,7,14,10,15
"elf",66,162,30,11,15,13,14,15,9
"elf",59,115,30,14,8,10,13,6,18
"elf",64,140,30,13,8,11,10,16,10
"elf",64,160,30,16,7,14,8,11,16
"elf",63,135,30,9,10,13,11,12,14
"elf",59,115,30,17,12,14,17,11,10
"elf",67,181,30,11,8,16,14,13,14
"elf",70,138,30,18,13,12,10,15,9
"elf",59,115,30,11,12,11,16,12,6
"elf",67,142,30,14,12,15,9,11,9
"elf",68,146,30,14,9,12,14,15,10
"elf",70,186,30,12,12,8,16,16,10
"elf",71,209,30,16,16,13,16,8,10
"elf",67,116,30,4,14,10,8,10,16
"elf",63,108,30,13,6,9,9,5,15
"elf",68,118,30,7,13,13,12,13,12
"elf",67,155,30,14,8,16,7,15,13
"elf",66,138,30,16,9,5,5,9,10
"elf",66,114,30,13,9,13,13,7,11
"elf",60,120,30,16,10,11,13,11,15
"elf",65,145,30,8,7,16,16,15,14
"elf",68,146,30,13,10,15,11,11,14
"elf",73,185,30,15,15,10,9,18,13
"elf",63,153,30,12,13,8,10,11,17
"elf",68,188,30,15,9,12,10,11,14
"elf",64,150,30,15,16,15,9,10,15
"elf",67,194,30,14,10,6,16,9,5
"elf",64,140,30,12,15,11,13,11,13
"elf",65,123,30,17,8,13,13,8,10
"elf",69,165,30,10,13,12,16,13,12
"elf",65,156,30,10,11,13,13,14,11
"elf",60,132,30,16,10,5,16,13,11
"elf",64,140,30,12,14,14,17,16,9
"elf",67,129,30,12,11,12,14,12,15
"elf",70,154,30,14,17,5,16,10,15
"elf",66,162,30,16,11,9,13,11,10
"elf",63,117,30,12,13,13,12,12,15
"elf",66,138,30,13,15,10,7,10,14
"elf",67,142,30,12,11,10,14,10,16
"elf",63,126,30,16,13,17,9,16,12
"elf",59,110,30,10,10,13,11,13,12
"elf",69,150,30,12,12,14,17,11,13
"elf",60,102,30,10,13,13,11,9,10
"elf",67,155,30,16,11,14,10,13,12
"elf",61,125,30,11,12,18,12,7,16
"elf",66,150,30,11,17,13,9,8,11
"elf",71,209,30,14,12,12,11,9,14
"elf",60,120,30,14,16,17,13,17,10
"elf",61,125,30,15,12,8,10,12,16
"elf",72,180,30,15,14,10,7,17,10
"elf",65,134,30,13,13,12,15,14,10
"elf",66,150,30,8,14,10,17,13,17
"elf",64,110,30,15,16,10,15,12,15
"elf",66,174,30,10,9,9,5,14,16
"elf",71,175,30,16,11,11,3,8,9
"elf",66,162,30,15,14,11,13,9,17
"elf",62,130,30,15,13,11,6,10,11
"elf",63,144,30,10,13,6,12,13,11
"elf",66,162,30,18,14,15,16,8,15
"elf",67,155,30,15,14,12,12,11,13
"elf",65,134,30,11,12,11,11,12,11
"elf",64,140,30,7,12,14,9,13,8
"elf",58,102,30,13,12,12,13,12,9
"elf",70,218,30,8,13,12,12,13,14
"elf",62,154,30,8,7,17,13,9,12
"elf",68,132,30,16,15,14,15,9,15
"elf",68,188,30,7,13,8,6,12,12
"elf",63,126,30,10,10,11,15,13,13
"elf",62,138,30,13,12,14,13,8,11
"elf",66,174,30,11,17,5,12,14,13
"elf",62,122,30,9,14,12,14,11,17
"elf",60,126,30,12,6,14,16,10,15
"elf",63,144,30,12,11,11,11,12,14
"elf",65,156,30,15,15,12,14,12,12
"elf",63,144,30,15,11,10,9,16,11
"elf",61,132,30,7,16,11,10,13,15
"elf",58,110,30,9,14,14,12,13,7
"elf",68,160,30,11,11,14,10,10,6
"elf",65,167,30,10,13,10,16,9,11
"elf",63,135,30,9,10,10,13,15,11
"elf",64,160,30,11,13,16,13,6,18
"elf",60,108,30,15,11,18,10,10,11
"elf",61,139,30,14,8,10,12,13,8
"elf",61,125,30,15,9,17,14,12,12
"elf",63,144,30,12,13,6,7,18,8
"elf",57,96,30,10,13,13,10,16,15
"elf",60,132,30,17,15,16,9,10,11
"elf",64,150,30,14,11,6,11,14,14
"elf",61,125,30,11,14,15,14,7,16
"elf",71,141,30,11,8,9,11,9,14
"elf",66,138,30,11,11,14,11,10,12
"elf",68,146,30,17,10,15,13,9,13
"elf",62,130,30,13,12,14,10,17,7
"elf",67,194,30,13,14,12,13,16,12
"elf",59,120,30,13,10,10,16,12,17
"elf",64,130,30,15,15,14,9,12,18
"elf",66,150,30,15,8,12,14,11,14
"elf",74,230,30,15,8,11,10,11,10
"elf",65,134,30,15,14,9,10,10,11
"elf",66,150,30,15,16,15,3,17,11
"elf",70,186,30,14,16,13,9,7,10
"elf",67,129,30,12,12,13,11,11,13
"elf",62,106,30,14,13,12,7,10,17
"elf",65,167,30,13,13,14,7,11,11
"elf",64,170,30,7,11,11,5,15,17
"elf",65,156,30,13,13,12,9,5,12
"elf",59,125,30,15,13,12,11,14,13
"elf",69,120,30,12,13,17,12,18,12
"elf",66,138,30,14,10,9,12,11,10
"elf",62,106,30,12,9,14,15,13,13
"elf",68,146,30,18,13,9,8,14,8
"elf",60,126,30,16,14,13,14,13,9
"elf",66,138,30,16,9,8,16,16,11
"elf",65,156,30,13,14,10,7,10,13
"elf",69,195,30,15,12,12,12,14,9
"elf",63,153,30,18,18,7,14,9,14
"elf",60,114,30,13,13,12,14,13,12
"elf",70,170,30,6,10,13,12,11,11
"elf",70,170,30,14,11,10,13,14,11
"elf",62,138,30,12,14,17,13,6,7
"elf",62,138,30,10,16,14,13,14,12
"elf",62,130,30,13,13,11,13,9,13
"elf",59,115,30,14,13,14,11,13,10
"elf",69,150,30,14,13,10,11,8,17
"elf",63,117,30,18,14,12,10,12,10
"elf",58,114,30,15,14,14,6,11,16
"elf",72,198,30,12,8,12,6,14,7
"elf",70,202,30,16,11,15,12,14,13
"elf",72,180,30,8,7,12,13,18,14
"elf",65,134,30,14,11,11,9,9,13
"elf",68,132,30,14,16,13,10,8,18
"elf",67,142,30,14,16,11,13,12,10
"elf",65,134,30,9,10,15,8,18,5
"elf",65,156,30,11,13,12,12,8,9
"elf",65,145,30,14,6,12,16,5,14
"elf",66,174,30,13,11,14,13,9,12
"elf",65,167,30,7,15,12,10,14,13
"elf",57,99,30,14,16,14,13,9,8
"elf",67,155,30,15,11,15,14,9,13
"elf",61,104,30,16,11,11,9,8,14
"elf",57,111,30,11,14,7,13,10,9
"elf",59,125,30,12,12,10,9,17,10
"elf",72,162,30,11,9,12,11,15,12
"elf",63,108,30,15,17,11,11,10,8
"elf",58,110,30,16,14,8,16,15,16
"elf",74,170,30,12,10,12,12,7,11
"elf",65,123,30,11,10,9,12,15,13
"elf",66,186,30,10,12,13,12,15,13
"elf",72,216,30,14,8,9,6,14,15
"elf",65,123,30,10,9,12,10,16,11
"elf",63,117,30,15,15,9,5,11,9
"elf",70,138,30,13,16,10,8,14,10
"elf",64,120,30,15,11,14,16,14,15
"elf",66,126,30,13,15,7,12,16,16
"elf",59,115,30,11,13,12,14,17,12
"elf",61,118,30,9,15,13,12,14,11
"elf",65,145,30,13,12,13,13,8,10
"elf",61,125,30,9,17,15,14,17,10
"elf",65,145,30,13,15,13,10,16,12
"elf",70,186,30,11,11,10,9,10,14
"elf",70,218,30,13,14,12,13,11,13
"elf",66,162,30,10,10,5,10,18,15
"elf",67,194,30,16,9,7,15,13,15
"elf",66,150,30,14,8,12,7,7,13
"elf",69,195,30,13,7,14,9,15,17
"elf",66,162,30,12,15,16,14,12,15
"elf",62,114,30,9,12,13,11,12,13
"elf",63,153,30,14,14,10,16,14,9
"elf",69,210,30,16,10,8,12,15,9
"elf",70,186,30,14,11,17,15,14,12
"elf",71,192,30,15,14,13,13,16,12
"elf",65,145,30,13,11,16,17,7,14
"elf",65,134,30,10,12,15,10,10,16
"elf",63,144,30,7,14,16,10,9,12
"elf",60,114,30,9,13,12,12,17,9
"elf",59,110,30,8,10,12,9,14,14
"elf",65,123,30,9,10,14,14,15,14
"elf",58,114,30,13,9,11,13,17,11
"elf",71,175,30,15,16,17,17,17,17
"elf",63,153,30,15,10,16,15,14,12
"elf",69,195,30,14,13,11,14,8,15
"elf",66,162,30,15,13,13,15,11,12
"elf",73,185,30,14,13,15,11,14,11
"elf",69,195,30,10,4,13,11,14,15
"elf",66,186,30,15,9,17,15,18,16
"elf",64,140,30,17,8,14,16,9,17
"elf",68,174,30,16,14,9,10,9,7
"elf",69,165,30,15,11,13,11,12,14
"elf",57,105,30,16,15,7,13,11,15
"elf",65,178,30,12,15,16,10,12,12
"elf",67,155,30,11,15,10,13,12,8
"elf",57,108,30,12,14,13,13,13,8
"elf",65,123,30,14,16,9,16,13,12
"elf",62,138,30,16,10,13,16,9,6
"elf",72,144,30,13,16,15,7,13,14
"elf",63,144,30,13,15,12,14,13,12
"elf",65,145,30,12,13,10,11,13,17
"elf",72,180,30,13,16,13,9,11,11
"elf",63,135,30,15,16,16,16,11,11
"elf",63,162,30,13,12,12,11,12,14
"elf",65,145,30,14,10,10,10,15,16
"elf",68,160,30,13,12,13,9,17,8
"elf",68,132,30,13,11,12,10,15,11
"elf",67,181,30,6,15,13,14,13,10
"elf",64,150,30,14,13,12,10,17,5
"elf",65,156,30,10,15,14,12,11,11
"elf",72,180,30,12,11,9,15,7,13
"elf",64,140,30,15,12,15,11,7,16
"elf",62,138,30,11,14,9,8,10,14
"elf",69,135,30,14,17,12,16,14,13
"elf",64,110,30,16,8,9,11,7,15
"elf",65,134,30,11,16,10,14,10,10
"elf",63,126,30,13,13,18,11,14,4
"elf",63,126,30,12,15,11,7,14,11
"elf",65,145,30,11,13,17,12,14,12
"elf",58,122,30,13,8,9,12,7,12
"elf",67,181,30,14,11,14,11,17,9
"elf",70,154,30,9,7,13,7,11,10
"elf",67,168,30,9,10,11,13,13,15
"elf",59,125,30,15,16,14,15,18,8
"elf",66,126,30,13,9,15,12,12,14
"elf",72,198,30,8,9,14,11,14,17
"elf",71,192,30,9,13,10,14,15,13
"elf",71,175,30,15,14,7,11,14,10
"elf",60,108,30,8,16,17,18,16,10
"elf",59,110,30,10,12,10,16,12,15
"elf",68,160,30,10,17,9,9,13,12
"elf",64,110,30,11,5,15,12,8,12
"elf",71,226,30,12,11,7,14,13,15
"elf",69,180,30,15,14,18,9,13,9
"elf",67,155,30,12,8,13,12,15,16
"elf",62,106,30,15,13,14,14,16,10
"elf",68,146,30,13,17,13,8,11,17
"elf",67,155,30,10,17,11,13,6,12
"elf",61,111,30,11,14,16,17,11,8
"elf",67,155,30,12,7,18,7,13,6
"elf",67,129,30,16,9,10,15,11,15
"elf",67,142,30,15,11,17,10,13,17
"elf",64,160,30,11,11,13,16,11,6
"elf",62,114,30,17,17,15,13,8,11
"elf",71,175,30,12,13,11,18,12,17
"elf",69,120,30,14,11,13,13,9,12
"elf",60,132,30,10,11,15,9,15,11
"elf",64,120,30,17,15,10,11,16,10
"elf",63,126,30,12,11,15,17,4,15
"elf",62,114,30,17,7,15,9,10,7
"elf",65,178,30,14,14,8,12,10,8
"elf",66,174,30,12,16,13,14,17,14
"elf",60,126,30,10,16,11,10,8,15
"elf",72,180,30,7,13,9,14,10,14
"elf",71,226,30,12,12,14,10,10,11
"elf",65,112,30,11,16,15,9,15,9
"elf",65,167,30,13,13,12,9,14,9
"elf",64,150,30,12,15,9,14,12,18
"elf",63,135,30,15,12,15,10,17,12
"elf",63,153,30,11,16,10,14,15,13
"elf",60,126,30,9,16,7,11,10,15
"elf",64,140,30,15,8,16,12,10,8
"elf",64,150,30,13,14,10,9,10,15
"elf",66,126,30,12,11,11,16,13,11
"elf",69,150,30,18,11,11,9,15,14
"elf",57,108,30,14,14,15,13,13,10
"elf",64,140,30,12,7,8,9,10,10
"elf",62,122,30,11,11,10,7,13,12
"elf",66,174,30,14,9,12,16,14,8
"elf",69,135,30,15,14,11,11,10,17
"elf",66,150,30,15,10,10,10,10,11
"elf",61,146,30,12,15,11,12,15,10
"elf",65,134,30,11,8,11,17,13,14
"elf",64,140,30,17,13,12,11,13,13
"elf",73,185,30,16,8,14,10,14,10
"elf",65,167,30,15,16,15,17,13,15
"elf",67,181,30,8,9,13,6,12,8
"elf",73,204,30,5,12,16,12,17,12
"elf",68,202,30,11,18,10,9,12,11
"elf",66,150,30,12,15,5,11,9,9
"elf",68,188,30,16,13,12,17,9,12
"elf",64,150,30,13,14,17,16,14,12
"elf",60,120,30,13,8,12,12,8,17
"elf",64,140,30,12,16,10,13,12,15
"elf",62,122,30,13,8,10,13,7,12
"elf",61,118,30,15,9,14,16,7,9
"elf",63,108,30,16,12,6,12,9,6
"elf",69,165,30,16,15,10,16,7,9
"elf",63,108,30,16,8,7,14,14,12
"elf",64,130,30,15,13,15,9,8,12
"elf",63,144,30,10,17,15,10,13,13
"elf",65,156,30,11,7,7,14,13,12
"elf",70,170,30,12,6,11,16,17,10
"elf",66,150,30,18,16,13,10,13,13
"elf",68,174,30,10,10,11,16,14,9
"elf",69,150,30,12,11,13,14,8,17
"elf",72,180,30,9,13,14,12,14,14
"elf",62,154,30,14,9,10,8,15,13
"elf",67,155,30,15,9,18,13,14,9
"elf",57,105,30,10,12,13,5,9,12
"elf",70,186,30,11,9,11,13,14,11
"elf",62,154,30,9,11,14,16,7,15
"elf",64,120,30,15,9,8,15,10,11
"elf",64,150,30,11,14,14,18,14,16
"elf",65,134,30,14,13,9,16,14,12
"elf",57,102,30,9,10,13,11,14,9
"elf",70,218,30,12,9,12,17,11,9
"elf",62,130,30,5,14,14,10,13,15
"elf",68,174,30,7,14,15,11,15,10
"elf",72,162,30,8,11,17,12,8,14
"elf",63,144,30,10,13,13,9,11,9
"elf",63,153,30,12,11,10,15,13,14
"elf",69,150,30,13,11,14,14,15,15
"elf",66,150,30,15,15,10,13,15,8
"elf",67,155,30,13,13,17,5,12,14
"elf",62,130,30,14,11,12,12,14,11
"elf",63,135,30,17,8,6,10,13,16
"elf",61,125,30,13,10,11,11,12,7
"elf",65,145,30,9,10,13,18,17,9
"elf",69,210,30,16,9,9,11,13,13
"elf",64,140,30,9,18,11,12,10,10
"elf",70,154,30,13,11,15,13,13,9
"elf",67,181,30,15,13,15,15,10,8
"elf",70,138,30,7,14,15,16,11,13
"elf",72,162,30,11,8,10,10,18,16
"elf",61,146,30,10,17,15,8,16,8
"elf",59,120,30,12,12,11,12,13,13
"elf",59,120,30,9,13,17,13,16,10
"elf",62,114,30,9,10,15,11,15,16
"elf",68,174,30,11,13,12,15,12,15
